Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Avg_Working_time,Years_At_Company_Bin,Percent_Salary_Hike_Bin,Years_With_Current_Manager_Bin
30,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,124,Female,2,Manager,Married,59680,1,13,8,0,1,3,1,0,0,3,3,3,2,3,6.900539923,0-1 years,10-15 % Salary Hike,Less than Year
26,Yes,Travel_Frequently,Sales,14,3,Life Sciences,1,125,Male,2,Manager,Single,75100,0,18,8,3,7,3,6,0,4,3,3,3,3,3,6.999357639,5-10 years,15-20 % Salary Hike,2-5 years
22,No,Travel_Rarely,Research & Development,16,5,Other,1,126,Male,1,Research Scientist,Married,29910,1,19,8,2,2,3,2,1,2,2,3,1,2,3,6.286230159,2-5 years,15-20 % Salary Hike,2-5 years
36,No,Travel_Rarely,Research & Development,1,3,Medical,1,127,Female,5,Healthcare Representative,Married,196360,1,12,8,1,10,3,10,9,0,3,3,2,3,3,6.36615113,5-10 years,10-15 % Salary Hike,Less than Year
30,Yes,Travel_Frequently,Sales,3,2,Marketing,1,128,Male,3,Research Scientist,Single,11290,9,19,8,0,3,2,1,0,0,2,3,3,4,3,8.19166088,0-1 years,15-20 % Salary Hike,Less than Year
37,No,Travel_Rarely,Research & Development,10,1,Technical Degree,1,129,Male,1,Sales Executive,Divorced,133410,1,14,8,1,18,3,18,12,17,3,3,4,1,2,6.45208912,10+ years,10-15 % Salary Hike,10+ years
40,No,Travel_Rarely,Research & Development,6,2,Medical,1,130,Male,3,Research Scientist,Divorced,43320,7,14,8,2,8,3,5,1,3,2,3,4,2,3,6.682986715,2-5 years,10-15 % Salary Hike,2-5 years
42,No,Travel_Rarely,Research & Development,2,3,Medical,1,131,Female,4,Manager,Divorced,110310,3,12,8,1,8,2,5,1,2,2,3,2,1,3,7.482647754,2-5 years,10-15 % Salary Hike,2-5 years
37,No,Travel_Rarely,Sales,9,1,Marketing,1,132,Male,3,Sales Executive,Single,44400,2,11,8,1,18,3,1,0,1,2,3,3,2,2,9.920131519,0-1 years,10-15 % Salary Hike,0-1 years
43,No,Travel_Rarely,Sales,10,2,Life Sciences,1,133,Female,1,Sales Executive,Divorced,46170,1,11,8,0,25,2,25,3,9,3,3,1,2,3,7.415638298,Less than year,10-15 % Salary Hike,5-10 years
40,No,Travel_Rarely,Sales,6,2,Life Sciences,1,134,Female,1,Laboratory Technician,Married,26470,6,13,8,0,20,2,1,0,0,2,3,2,3,3,7.495338469,0-1 years,10-15 % Salary Hike,Less than Year
54,No,Travel_Rarely,Human Resources,9,3,Life Sciences,1,135,Female,2,Manufacturing Director,Married,63230,4,23,8,1,24,2,4,1,2,2,4,1,1,2,5.998969652,2-5 years,20-25 % Salary Hike,2-5 years
34,No,Non-Travel,Research & Development,28,3,Medical,1,136,Male,1,Laboratory Technician,Married,56770,9,20,8,1,6,3,3,1,2,3,4,3,3,3,6.859545347,2-5 years,15-20 % Salary Hike,2-5 years
31,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,137,Male,3,Sales Executive,Married,21870,1,15,8,1,13,2,13,3,12,2,3,2,1,1,6.131909722,10+ years,10-15 % Salary Hike,10+ years
43,No,Travel_Frequently,Sales,14,3,Life Sciences,1,138,Female,1,Manufacturing Director,Married,37480,7,14,8,2,8.117493473,3,3,1,2,2,3,4,4,3,7.674805433,2-5 years,10-15 % Salary Hike,2-5 years
43,No,Travel_Rarely,Sales,27,4,Life Sciences,1,139,Male,2,Sales Representative,Divorced,39770,4,18,8,1,8,3,5,0,2,3,3,3,3,3,8.878969421,2-5 years,15-20 % Salary Hike,2-5 years
25,No,Travel_Rarely,Human Resources,7,2,Human Resources,1,140,Male,1,Manufacturing Director,Single,86330,1,19,8,1,5,2,5,1,3,4,3,2,4,3,10.89584531,2-5 years,15-20 % Salary Hike,2-5 years
37,No,Non-Travel,Research & Development,1,3,Medical,1,141,Male,3,Laboratory Technician,Married,20080,3,22,8,0,15,5,13,10,7,2,4,2,3,3,10.69200167,10+ years,20-25 % Salary Hike,5-10 years
31,No,Travel_Rarely,Research & Development,24,1,Medical,1,142,Male,3,Laboratory Technician,Married,44400,1,13,8,1,4,2,4,3,2,3,3,4,1,3,7.060316092,2-5 years,10-15 % Salary Hike,2-5 years
39,No,Travel_Frequently,Research & Development,26,4,Technical Degree,1,143,Female,1,Sales Executive,Divorced,30670,1,20,8,1,21,5,21,1,6,1,4,2,3,3,9.009179138,Less than year,15-20 % Salary Hike,5-10 years
56,No,Travel_Frequently,Research & Development,20,4,Life Sciences,1,144,Female,3,Sales Executive,Married,53210,9,14,8,0,36,1,7,7,7,3,3,3,1,2,7.420447466,5-10 years,10-15 % Salary Hike,5-10 years
30,No,Travel_Rarely,Sales,5,4,Medical,1,145,Female,2,Manufacturing Director,Single,54100,0,17,8,1,6,2,5,4,4,3,3,2,3,3,7.585973923,2-5 years,15-20 % Salary Hike,2-5 years
41,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,146,Female,3,Research Scientist,Married,27820,1,14,8,0,10,2,10,0,7,2,3,2,1,3,6.624136699,5-10 years,10-15 % Salary Hike,5-10 years
28,No,Travel_Rarely,Research & Development,7,3,Medical,1,147,Male,3,Healthcare Representative,Divorced,119570,1,13,8,0,10,2,10,1,8,2,3,3,1,3,6.192764831,5-10 years,10-15 % Salary Hike,5-10 years
25,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,1,148,Female,3,Laboratory Technician,Married,26600,5,13,8,0,6,3,2,0,2,3,3,1,1,3,6.472303437,2-5 years,10-15 % Salary Hike,2-5 years
52,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,149,Female,2,Sales Representative,Married,33750,2,21,8,0,28,2,5,0,4,2,4,4,3,3,8.19505144,2-5 years,20-25 % Salary Hike,2-5 years
45,No,Travel_Rarely,Research & Development,2,3,Medical,1,150,Female,1,Sales Executive,Married,50980,3,14,8,1,8,4,2,0,2,3,3,1,4,2,6.787695734,2-5 years,10-15 % Salary Hike,2-5 years
52,No,Travel_Rarely,Research & Development,12,3,Medical,1,151,Male,2,Research Scientist,Married,48780,2,11,8,1,31,3,5,1,4,3,3,4,4,1,7.30213948,2-5 years,10-15 % Salary Hike,2-5 years
42,No,Travel_Frequently,Sales,10,3,Marketing,1,152,Female,2,Healthcare Representative,Divorced,28370,2,13,8,1,19,0,5,0,2,2,3,1,3,3,6.82240701,2-5 years,10-15 % Salary Hike,2-5 years
30,No,Travel_Rarely,Sales,25,3,Marketing,1,153,Male,1,Sales Executive,Single,24060,2,20,8,1,11,5,5,0,2,3,4,3,4,3,7.322458937,2-5 years,15-20 % Salary Hike,2-5 years
60,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,154,Female,1,Manufacturing Director,Married,22690,5,18,8,1,33,4,29,11,10,3,3,1,1,1,6.16436183,Less than year,15-20 % Salary Hike,5-10 years
46,No,Travel_Rarely,Sales,19,4,Marketing,1,155,Female,1,Sales Executive,Divorced,41080,2,14,8,0,19,5,10,0,8,2,3,3,3,2,7.61028481,5-10 years,10-15 % Salary Hike,5-10 years
42,No,Travel_Frequently,Research & Development,18,4,Technical Degree,1,156,Male,4,Sales Executive,Married,132060,0,13,8,2,7,2,6,0,4,3,3,4,4,4,6.595135387,5-10 years,10-15 % Salary Hike,2-5 years
24,Yes,Travel_Rarely,Research & Development,27,2,Medical,1,157,Male,1,Research Scientist,Single,104220,1,17,8,1,6,0,5,1,4,2,3,1,2,3,10.64892538,2-5 years,15-20 % Salary Hike,2-5 years
34,Yes,Travel_Frequently,Research & Development,5,3,Medical,1,158,Male,2,Research Scientist,Divorced,137440,0,20,8,1,3,3,2,1,0,3,4,4,3,2,6.204427313,2-5 years,15-20 % Salary Hike,Less than Year
38,No,Travel_Frequently,Sales,3,3,Marketing,1,159,Female,2,Sales Executive,Married,49070,1,11,8,1,1,3,1,0,0,3,3,4,4,3,8.59190225,0-1 years,10-15 % Salary Hike,Less than Year
40,No,Travel_Rarely,Sales,26,4,Marketing,1,160,Female,1,Sales Executive,Married,34820,0,18,8,1,21,2,20,1,12,2,3,3,3,3,6.001353865,10+ years,15-20 % Salary Hike,10+ years
26,No,Travel_Rarely,Research & Development,3,2,Medical,1,161,Female,4,Healthcare Representative,Divorced,24360,1,24,8,0,3,2,3,0,2,4,4,1,4,1,6.281751101,2-5 years,20-25 % Salary Hike,2-5 years
30,No,Non-Travel,Research & Development,15,3,Medical,1,162,Female,2,Sales Executive,Married,23800,4,18,8,3,9,2,5,1,4,2,3,3,4,1,7.905569801,2-5 years,15-20 % Salary Hike,2-5 years
29,No,Travel_Rarely,Research & Development,8,3,Medical,1,163,Female,3,Manufacturing Director,Married,194310,1,11,8,0,10,3,10,0,7,3,3,2,3,3,7.175699036,5-10 years,10-15 % Salary Hike,5-10 years
29,Yes,Travel_Rarely,Research & Development,19,4,Life Sciences,1,164,Male,3,Research Scientist,Married,17900,5,16,8,1,6,4,2,1,1,2,3,3,2,4,6.651255274,2-5 years,15-20 % Salary Hike,0-1 years
19,Yes,Travel_Rarely,Research & Development,4,3,Medical,1,165,Male,1,Sales Executive,Single,76440,1,15,8,2,1,2,1,0,0,3,3,1,4,4,7.906068376,0-1 years,10-15 % Salary Hike,Less than Year
30,No,Non-Travel,Research & Development,2,4,Life Sciences,1,166,Female,3,Research Scientist,Married,51310,0,15,8,1,10,2,9,7,8,3,3,3,1,3,6.718815667,5-10 years,10-15 % Salary Hike,5-10 years
57,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,167,Male,4,Research Scientist,Divorced,63060,3,12,8,1,32,3,1,0,0,3,3,1,4,2,6.290588023,0-1 years,10-15 % Salary Hike,Less than Year
50,No,Travel_Rarely,Sales,10,4,Life Sciences,1,168,Female,3,Manager,Married,47870,0,12,8,0,28,3,27,15,7,3,3,2,3,3,7.178114998,Less than year,10-15 % Salary Hike,5-10 years
30,No,Non-Travel,Sales,10,2,Life Sciences,1,169,Male,3,Laboratory Technician,Single,188800,0,22,8,1,12,3,11,6,7,3,4,3,4,2,6.286431713,10+ years,20-25 % Salary Hike,5-10 years
60,No,Travel_Frequently,Research & Development,16,3,Life Sciences,1,170,Female,4,Laboratory Technician,Married,23390,4,20,8,0,22,4,18,13,11,3,4,3,1,4,7.217978595,10+ years,15-20 % Salary Hike,10+ years
47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,171,Male,5,Manufacturing Director,Divorced,135700,5,16,8,2,20,2,5,0,4,2,3,1,4,3,7.809089372,2-5 years,15-20 % Salary Hike,2-5 years
46,No,Travel_Rarely,Sales,4,1,Technical Degree,1,172,Male,1,Laboratory Technician,Married,67120,6,21,8,1,26,3,3,0,1,2,4,1,3,1,6.805152663,2-5 years,20-25 % Salary Hike,0-1 years
35,No,Travel_Rarely,Research & Development,15,2,Medical,1,173,Female,2,Laboratory Technician,Single,54060,0,12,8,1,6,2,5,4,3,3,3,4,3,3,6.484045584,2-5 years,10-15 % Salary Hike,2-5 years
54,No,Travel_Rarely,Research & Development,2,4,Medical,1,174,Male,2,Human Resources,Single,89380,7,11,8,3,19,2,1,0,0,3,3,3,3,3,7.651214846,0-1 years,10-15 % Salary Hike,Less than Year
34,No,Travel_Rarely,Sales,8,2,Life Sciences,1,175,Male,1,Laboratory Technician,Divorced,24390,3,11,8,2,14,2,7,5,7,4,3,4,3,3,7.585962726,5-10 years,10-15 % Salary Hike,5-10 years
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,176,Male,1,Healthcare Representative,Married,88370,2,18,8,0,15,3,3,1,2,2,3,3,4,3,9.179540598,2-5 years,15-20 % Salary Hike,2-5 years
31,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,177,Male,2,Research Director,Divorced,53430,1,14,8,1,13,3,13,0,8,3,3,3,2,4,6.378153249,10+ years,10-15 % Salary Hike,5-10 years
33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,178,Female,4,Research Director,Married,67280,7,22,8,0,15,2,7,7,7,2,4,2,3,4,8.477647198,5-10 years,20-25 % Salary Hike,5-10 years
33,Yes,Travel_Rarely,Sales,5,4,Marketing,1,179,Male,2,Research Director,Divorced,66520,7,25,8,0,8,5,4,1,3,3,4,1,4,3,6.965121812,2-5 years,20-25 % Salary Hike,2-5 years
30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,180,Male,1,Sales Executive,Single,48500,0,12,8,1,4,4,3,1,2,3,3,4,2,3,6.474620793,2-5 years,10-15 % Salary Hike,2-5 years
35,No,Travel_Rarely,Research & Development,12,2,Medical,1,181,Female,2,Sales Representative,Married,28090,4,23,8,1,10,2,8,0,0,1,4,4,3,3,8.876004362,5-10 years,20-25 % Salary Hike,Less than Year
31,Yes,Travel_Frequently,Research & Development,22,2,Medical,1,182,Female,2,Sales Executive,Married,56890,3,15,8,2,12,2,1,0,0,2,3,1,3,3,6.588341862,0-1 years,10-15 % Salary Hike,Less than Year
34,Yes,Travel_Frequently,Sales,17,1,Marketing,1,183,Male,1,Research Director,Divorced,20010,9,22,8,1,11,5,3,0,2,4,4,2,1,3,10.99557314,2-5 years,20-25 % Salary Hike,2-5 years
42,No,Travel_Frequently,Research & Development,2,4,Medical,1,184,Female,1,Research Scientist,Married,29770,4,15,8,3,8,3,2,2,0,2,3,2,3,3,7.810652072,2-5 years,10-15 % Salary Hike,Less than Year
36,No,Non-Travel,Research & Development,3,4,Medical,1,185,Male,1,Research Scientist,Single,40250,1,11,8,0,10,3,10,9,7,3,3,2,4,2,7.229256603,5-10 years,10-15 % Salary Hike,5-10 years
22,Yes,Travel_Frequently,Research & Development,7,3,Medical,1,186,Female,2,Laboratory Technician,Single,37850,5,13,8,2,4,2,2,1,2,3,3,3,3,3,6.419389839,2-5 years,10-15 % Salary Hike,2-5 years
48,No,Travel_Rarely,Research & Development,6,3,Medical,1,187,Male,1,Laboratory Technician,Married,108540,2,14,8,1,14,6,9,6,7,3,3,2,4,3,6.779623617,5-10 years,10-15 % Salary Hike,5-10 years
55,No,Travel_Rarely,Research & Development,1,3,Medical,1,188,Female,1,Sales Executive,Single,120310,3,11,8,0,37,5,10,7,7,3,3,1,2,3,7.390809592,5-10 years,10-15 % Salary Hike,5-10 years
41,No,Non-Travel,Research & Development,3,2,Life Sciences,1,189,Female,2,Research Scientist,Single,99360,7,17,8,1,16,2,14,1,10,2,3,4,4,3,6.192049517,10+ years,15-20 % Salary Hike,5-10 years
35,No,Travel_Rarely,Research & Development,22,3,Medical,1,190,Female,1,Sales Representative,Married,29660,9,18,8,0,15,2,11,6,9,2,3,2,3,3,6.014660229,10+ years,15-20 % Salary Hike,5-10 years
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,191,Female,2,Laboratory Technician,Single,25710,7,14,8,0,22,1,20,5,13,3,3,2,3,3,7.301029144,10+ years,10-15 % Salary Hike,10+ years
39,No,Travel_Frequently,Research & Development,12,1,Medical,1,192,Male,1,Research Scientist,Married,99910,1,16,8,1,8,3,8,0,7,3,3,3,3,3,7.061997245,5-10 years,15-20 % Salary Hike,5-10 years
31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,193,Male,3,Research Director,Single,61420,4,13,8,2,10,2,6,0,5,2,3,2,4,4,8.724735996,5-10 years,10-15 % Salary Hike,2-5 years
42,No,Travel_Rarely,Research & Development,5,3,Medical,1,194,Male,3,Sales Executive,Married,53900,1,14,8,0,10,3,10,5,8,3,3,4,1,2,10.80760476,5-10 years,10-15 % Salary Hike,5-10 years
45,No,Travel_Rarely,Research & Development,2,1,Medical,1,195,Female,4,Sales Executive,Married,44040,0,23,8,0,9,2,8,3,7,3,4,4,2,4,7.41028884,5-10 years,20-25 % Salary Hike,5-10 years
26,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,196,Female,2,Laboratory Technician,Divorced,59930,0,12,8,0,8,3,7,1,0,3,3,3,3,2,9.190491803,5-10 years,10-15 % Salary Hike,Less than Year
29,No,Travel_Rarely,Research & Development,5,3,Medical,1,197,Male,1,Research Scientist,Divorced,51300,4,11,8,0,8,3,3,1,2,2,3,4,4,4,7.393010478,2-5 years,10-15 % Salary Hike,2-5 years
33,No,Travel_Rarely,Research & Development,16,3,Medical,1,198,Female,1,Laboratory Technician,Divorced,20900,4,16,8,0,10,2,6,0,5,3,3,1,3,3,7.402587598,5-10 years,15-20 % Salary Hike,2-5 years
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,199,Female,1,Sales Executive,Divorced,29090,9,14,8,2,10,2,5,0,1,3,3,3,4,2,6.711708215,2-5 years,10-15 % Salary Hike,0-1 years
18,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,1,200,Male,1,Sales Executive,Single,34680,1,18,8,2,0,4,0,0,0,4,3,2,2,3,9.230231674,Less than year,15-20 % Salary Hike,Less than Year
40,No,Non-Travel,Research & Development,1,4,Technical Degree,1,201,Female,2,Laboratory Technician,Divorced,30680,3,19,8,0,20,3,1,0,1,2,3,3,1,3,6.880860065,0-1 years,15-20 % Salary Hike,0-1 years
41,No,Non-Travel,Research & Development,23,3,Life Sciences,1,202,Male,2,Manufacturing Director,Single,26700,2,15,8,2,10,2,8,0,7,2,3,1,3,3,9.292572464,5-10 years,10-15 % Salary Hike,5-10 years
26,No,Travel_Rarely,Research & Development,9,4,Medical,1,203,Male,3,Healthcare Representative,Divorced,26930,5,17,8,3,8,3,0,0,0,2,3,1,3,3,6.016148714,Less than year,15-20 % Salary Hike,Less than Year
35,No,Travel_Rarely,Research & Development,16,4,Medical,1,204,Male,2,Human Resources,Single,95260,1,15,8,0,5,2,5,0,3,2,3,1,3,3,6.326000244,2-5 years,10-15 % Salary Hike,2-5 years
34,No,Travel_Rarely,Research & Development,26,3,Medical,1,205,Male,1,Laboratory Technician,Single,52370,1,19,8,1,10,3,10,5,7,2,3,4,4,3,6.40612166,5-10 years,15-20 % Salary Hike,5-10 years
26,Yes,Travel_Rarely,Sales,1,3,Marketing,1,206,Female,2,Manufacturing Director,Single,24260,1,22,8,0,1,3,1,0,0,1,4,3,4,1,8.751425846,0-1 years,20-25 % Salary Hike,Less than Year
37,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,207,Male,1,Sales Executive,Single,41930,4,16,8,1,12,5,6,1,2,3,3,2,4,4,7.389827546,5-10 years,15-20 % Salary Hike,2-5 years
46,No,Travel_Frequently,Research & Development,4,1,Medical,1,208,Male,5,Human Resources,Married,29110,5,13,8,0,28,3,2,1,2,3,3,1,3,2,6.196189084,2-5 years,10-15 % Salary Hike,2-5 years
41,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,209,Male,1,Research Director,Married,26610,7,14,8,1,22,2,18,11,8,3,3,2,1,3,7.706279637,10+ years,10-15 % Salary Hike,5-10 years
37,No,Non-Travel,Research & Development,7,2,Medical,1,210,Male,1,Sales Executive,Divorced,20280,1,16,8,1,9,3,9,7,7,3,3,1,2,3,7.506634394,5-10 years,15-20 % Salary Hike,5-10 years
52,No,Travel_Rarely,Sales,2,1,Medical,1,211,Male,1,Laboratory Technician,Divorced,99800,1,11,8,1,18,2,10,6,9,3,3,4,1,3,9.075687614,5-10 years,10-15 % Salary Hike,5-10 years
32,Yes,Non-Travel,Research & Development,7,2,Life Sciences,1,212,Female,2,Research Director,Married,32980,8,22,8,0,6,4,4,1,2,2,4,4,3,3,5.993242278,2-5 years,20-25 % Salary Hike,2-5 years
24,No,Travel_Frequently,Sales,22,3,Life Sciences,1,213,Female,1,Healthcare Representative,Married,29350,0,14,8,2,3,5,2,2,1,2,3,4,4,3,6.03085629,2-5 years,10-15 % Salary Hike,0-1 years
38,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,214,Female,1,Research Scientist,Married,154270,3,16,8,1,18,2,1,0,0,3,3,3,3,3,6.020102278,0-1 years,15-20 % Salary Hike,Less than Year
37,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,215,Female,5,Research Scientist,Married,39440,6,11,8,2,8,3,6,4,3,3,3,2,2,2,6.899095171,5-10 years,10-15 % Salary Hike,2-5 years
49,No,Travel_Rarely,Sales,21,1,Life Sciences,1,216,Male,1,Sales Executive,Divorced,40110,1,18,8,2,31,2,31,0,9,1,3,4,3,3,10.78168511,Less than year,15-20 % Salary Hike,5-10 years
24,No,Travel_Rarely,Sales,1,3,Marketing,1,217,Female,1,Sales Executive,Married,34070,1,15,8,2,6,2,6,1,4,2,3,2,4,3,8.983126503,5-10 years,10-15 % Salary Hike,2-5 years
26,No,Travel_Rarely,Research & Development,19,4,Technical Degree,1,218,Female,4,Sales Executive,Married,119940,1,14,8,1,6,6,5,1,4,3,3,1,2,4,7.383425161,2-5 years,10-15 % Salary Hike,2-5 years
24,No,Travel_Rarely,Sales,7,3,Medical,1,219,Female,1,Laboratory Technician,Married,12320,1,12,8,0,1,4,1,0,0,1,3,4,2,3,6.823666188,0-1 years,10-15 % Salary Hike,Less than Year
50,No,Travel_Frequently,Sales,2,2,Marketing,1,220,Male,1,Sales Executive,Married,29600,1,14,8,3,32,2,32,10,7,3,3,1,2,3,6.789116576,Less than year,10-15 % Salary Hike,5-10 years
25,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,221,Male,1,Research Scientist,Married,190940,1,16,8,0,7,3,7,0,6,2,3,2,3,3,7.409312286,5-10 years,15-20 % Salary Hike,5-10 years
24,Yes,Travel_Frequently,Research & Development,2,3,Medical,1,222,Male,2,Research Scientist,Married,39190,1,21,8,0,6,3,6,1,2,3,4,1,3,3,10.82543586,5-10 years,20-25 % Salary Hike,2-5 years
30,Yes,Travel_Frequently,Research & Development,9,3,Other,1,223,Male,2,Healthcare Representative,Married,68250,1,14,8,0,1,2,1,0,0,3,3,2,1,4,6.877650215,0-1 years,10-15 % Salary Hike,Less than Year
34,No,Travel_Rarely,Sales,6,2,Life Sciences,1,224,Male,4,Research Director,Married,102480,1,12,8,1,6,4,6,1,3,3,3,2,4,3,8.906513949,5-10 years,10-15 % Salary Hike,2-5 years
31,Yes,Travel_Rarely,Research & Development,9,1,Medical,1,225,Female,1,Sales Representative,Divorced,189470,2,12,8,2,9,2,3,1,2,2,3,2,1,1,6.683451883,2-5 years,10-15 % Salary Hike,2-5 years
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,226,Female,5,Sales Executive,Single,24960,4,17,8,3,9,3,3,0,2,3,3,1,4,3,7.924495583,2-5 years,15-20 % Salary Hike,2-5 years
31,No,Travel_Rarely,Sales,1,3,Marketing,1,227,Female,2,Sales Executive,Divorced,64650,4,17,8,0,13,3,7,5,7,3,3,1,4,4,6.310503324,5-10 years,15-20 % Salary Hike,5-10 years
27,No,Travel_Rarely,Sales,22,4,Medical,1,228,Male,1,Sales Representative,Divorced,22060,0,14,8,1,6,4,5,0,3,3,3,1,3,2,7.887926546,2-5 years,10-15 % Salary Hike,2-5 years
37,No,Travel_Rarely,Sales,9,4,Marketing,1,229,Female,2,Laboratory Technician,Married,20860,4,14,8,0,17,3,3,1,0,3,3,4,3,2,8.882879515,2-5 years,10-15 % Salary Hike,Less than Year
20,No,Travel_Rarely,Research & Development,17,4,Medical,1,230,Female,1,Sales Representative,Single,22930,1,13,8,2,1,3,1,0,0,1,3,4,2,4,7.089900138,0-1 years,10-15 % Salary Hike,Less than Year
42,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,231,Female,2,Manufacturing Director,Married,26450,1,15,8,0,10,5,10,2,2,3,3,3,4,3,7.490815603,5-10 years,10-15 % Salary Hike,2-5 years
43,No,Travel_Rarely,Research & Development,10,5,Technical Degree,1,232,Female,2,Sales Executive,Divorced,26830,4,11,8,0,21,3,1,0,0,3,3,2,4,2,8.685538549,0-1 years,10-15 % Salary Hike,Less than Year
38,No,Travel_Rarely,Human Resources,2,4,Medical,1,233,Male,1,Human Resources,Single,20140,3,17,8,1,8,5,0,0,0,4,3,3,1,2,6.802448347,Less than year,15-20 % Salary Hike,Less than Year
43,No,Travel_Frequently,Sales,4,3,Medical,1,234,Female,2,Healthcare Representative,Divorced,34190,3,11,8,1,10,5,8,4,7,3,3,4,3,3,9.126422039,5-10 years,10-15 % Salary Hike,5-10 years
48,No,Travel_Rarely,Research & Development,8,1,Medical,1,235,Male,2,Laboratory Technician,Married,53760,7,13,8,1,21,3,3,0,2,4,3,4,1,1,7.016586967,2-5 years,10-15 % Salary Hike,2-5 years
44,No,Travel_Rarely,Sales,29,4,Marketing,1,236,Male,2,Sales Executive,Single,19510,4,22,8,3,10,4,2,0,2,4,4,1,3,4,6.704297027,2-5 years,20-25 % Salary Hike,2-5 years
34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,237,Female,1,Laboratory Technician,Divorced,23410,1,20,8,2,8,3,8,0,6,2,4,3,3,3,8.402038627,5-10 years,15-20 % Salary Hike,5-10 years
27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,1,238,Male,2,Research Scientist,Divorced,22930,0,18,8,0,5,0,4,0,2,3,3,3,1,3,6.483074152,2-5 years,15-20 % Salary Hike,2-5 years
21,No,Travel_Rarely,Sales,16,2,Life Sciences,1,239,Male,3,Sales Executive,Single,87260,1,11,8,1,3,2,3,1,2,1,3,3,3,3,7.233100242,2-5 years,10-15 % Salary Hike,2-5 years
44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,240,Male,1,Laboratory Technician,Married,40110,4,14,8,1,26,2,2,0,1,3,3,4,4,4,8.69020202,2-5 years,10-15 % Salary Hike,0-1 years
